,Car Name,Price,EMI,Features,Location,Car Brand,Model,Model Year,Gear,Driven (Kms),Ownership,Fuel,EMI (monthly)
117,2013 Hyundai i10MAGNA 1.1 IRDE2 Manual,"3,78,399","â‚¹8,417/month","55,909 km
1st Owner
Petrol",Hyderabad,Hyundai,['i10MAGNA 1.1 IRDE2'],2013,['Manual'],"55,909",1,Petrol,"8,417"
118,2014 Nissan TerranoXV 110 DIESEL Manual,"4,76,199","â‚¹10,593/month","43,866 km
1st Owner
Diesel",Delhi,Nissan,['TerranoXV 110 DIESEL'],2014,['Manual'],"43,866",1,Diesel,"10,593"
119,2009 Maruti A StarVXI Manual,"1,71,699","â‚¹3,819/month","1,09,914 km
1st Owner
Petrol",Delhi,Maruti,['A StarVXI'],2009,['Manual'],"1,09,914",1,Petrol,"3,819"
120,2009 Maruti Zen EstiloVXI Manual,"2,11,499","â‚¹4,705/month","44,191 km
1st Owner
Petrol",Delhi,Maruti,['Zen EstiloVXI'],2009,['Manual'],"44,191",1,Petrol,"4,705"
121,2012 Maruti SwiftVDI Manual,"3,45,699","â‚¹7,690/month","1,09,023 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2012,['Manual'],"1,09,023",1,Diesel,"7,690"
122,2012 Maruti SwiftZXI Manual,"3,95,299","â‚¹8,793/month","79,744 km
1st Owner
Petrol",Delhi,Maruti,['SwiftZXI'],2012,['Manual'],"79,744",1,Petrol,"8,793"
123,2015 Maruti SwiftVDI ABS Manual,"4,14,499","â‚¹9,220/month","89,196 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2015,['Manual'],"89,196",1,Diesel,"9,220"
124,2014 Maruti Swift DzireVDI BS IV Manual,"4,24,499","â‚¹9,443/month","96,978 km
1st Owner
Diesel",Delhi,Maruti,['Swift DzireVDI BS IV'],2014,['Manual'],"96,978",1,Diesel,"9,443"
125,2014 Maruti RitzVDI Manual,"3,40,599","â‚¹7,576/month","43,382 km
1st Owner
Diesel",Delhi,Maruti,['RitzVDI'],2014,['Manual'],"43,382",1,Diesel,"7,576"
126,2013 Maruti SwiftVDI Manual,"3,45,499","â‚¹7,685/month","1,14,506 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2013,['Manual'],"1,14,506",1,Diesel,"7,685"
127,2013 Hyundai i20SPORTZ 1.4 CRDI Manual,"3,72,099","â‚¹8,277/month","64,361 km
1st Owner
Diesel",Delhi,Hyundai,['i20SPORTZ 1.4 CRDI'],2013,['Manual'],"64,361",1,Diesel,"8,277"
128,2011 Hyundai i20MAGNA O 1.2 Manual,"2,81,399","â‚¹6,260/month","65,546 km
2nd Owner
Petrol",Delhi,Hyundai,['i20MAGNA O 1.2'],2011,['Manual'],"65,546",2,Petrol,"6,260"
129,2014 Audi Q32.0 TDI MT S EDITION Manual,"12,09,799","â‚¹26,911/month","66,027 km
1st Owner
Diesel",Delhi,Audi,['Q32.0 TDI MT S EDITION'],2014,['Manual'],"66,027",1,Diesel,"26,911"
130,2014 Maruti SwiftVXI Manual,"4,01,699","â‚¹8,936/month","1,07,206 km
1st Owner
Petrol",Delhi,Maruti,['SwiftVXI'],2014,['Manual'],"1,07,206",1,Petrol,"8,936"
131,2016 Hyundai Elite i20MAGNA 1.2 Manual,"5,37,299","â‚¹11,952/month","37,628 km
1st Owner
Petrol",Delhi,Hyundai,['Elite i20MAGNA 1.2'],2016,['Manual'],"37,628",1,Petrol,"11,952"
132,2017 Maruti DzireVDI Manual,"5,85,999","â‚¹13,035/month","91,724 km
1st Owner
Diesel",Delhi,Maruti,['DzireVDI'],2017,['Manual'],"91,724",1,Diesel,"13,035"
133,2013 Maruti SwiftVDI Manual,"3,63,699","â‚¹8,090/month","49,032 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2013,['Manual'],"49,032",1,Diesel,"8,090"
134,2013 Maruti SwiftVDI Manual,"3,50,999","â‚¹7,808/month","83,143 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2013,['Manual'],"83,143",1,Diesel,"7,808"
135,2013 Maruti SwiftVDI Manual,"3,36,999","â‚¹7,496/month","40,547 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2013,['Manual'],"40,547",1,Diesel,"7,496"
136,2013 Maruti SwiftVDI Manual,"3,14,499","â‚¹6,996/month","1,44,445 km
2nd Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2013,['Manual'],"1,44,445",2,Diesel,"6,996"
137,2016 Maruti Swift DzireVDI ABS Manual,"5,01,899","â‚¹11,164/month","79,048 km
2nd Owner
Diesel",Delhi,Maruti,['Swift DzireVDI ABS'],2016,['Manual'],"79,048",2,Diesel,"11,164"
138,2014 Maruti SwiftVDI Manual,"3,55,899","â‚¹7,917/month","79,144 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2014,['Manual'],"79,144",1,Diesel,"7,917"
139,2014 Toyota Innova2.5 GX 8 STR BS IV Manual,"7,42,199","â‚¹16,510/month","1,19,295 km
2nd Owner
Diesel",Delhi,Toyota,['Innova2.5 GX 8 STR BS IV'],2014,['Manual'],"1,19,295",2,Diesel,"16,510"
140,2013 Renault Duster85 PS RXL OPT Manual,"4,44,999","â‚¹9,899/month","96,788 km
1st Owner
Diesel",Delhi,Renault,['Duster85 PS RXL OPT'],2013,['Manual'],"96,788",1,Diesel,"9,899"
141,2015 Audi Q335 TDI Quattro Automatic,"16,82,499","â‚¹37,426/month","67,720 km
3rd Owner
Diesel",Delhi,Audi,['Q335 TDI Quattro'],2015,['Automatic'],"67,720",3,Diesel,"37,426"
142,2014 Maruti SwiftVDI Manual,"3,70,699","â‚¹8,246/month","82,367 km
2nd Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2014,['Manual'],"82,367",2,Diesel,"8,246"
143,2014 Toyota Innova2.5 VX 8 STR BS IV Manual,"10,31,599","â‚¹22,947/month","82,096 km
1st Owner
Diesel",Delhi,Toyota,['Innova2.5 VX 8 STR BS IV'],2014,['Manual'],"82,096",1,Diesel,"22,947"
144,2016 Maruti Vitara BrezzaVDI OPT Manual,"6,40,499","â‚¹14,248/month","98,517 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaVDI OPT'],2016,['Manual'],"98,517",1,Diesel,"14,248"
145,2012 Maruti Alto K10VXI Manual,"2,33,399","â‚¹5,192/month","49,689 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI'],2012,['Manual'],"49,689",1,Petrol,"5,192"
146,2016 Maruti Vitara BrezzaZDI Manual,"6,55,999","â‚¹14,592/month","1,01,529 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaZDI'],2016,['Manual'],"1,01,529",1,Diesel,"14,592"
147,2015 Maruti S CrossALPHA 1.3 Manual,"5,20,399","â‚¹11,576/month","94,544 km
1st Owner
Diesel",Delhi,Maruti,['S CrossALPHA 1.3'],2015,['Manual'],"94,544",1,Diesel,"11,576"
148,2014 Maruti CiazVDI PLUS Manual,"5,12,299","â‚¹11,396/month","93,428 km
1st Owner
Diesel",Delhi,Maruti,['CiazVDI PLUS'],2014,['Manual'],"93,428",1,Diesel,"11,396"
149,2012 Honda CityV MT PETROL Manual,"4,42,899","â‚¹9,852/month","56,719 km
2nd Owner
Petrol",Delhi,Honda,['CityV MT PETROL'],2012,['Manual'],"56,719",2,Petrol,"9,852"
150,2016 Volkswagen PoloCOMFORTLINE 1.2L PETROL Manual,"4,60,899","â‚¹10,252/month","38,783 km
1st Owner
Petrol",Delhi,Volkswagen,['PoloCOMFORTLINE 1.2L PETROL'],2016,['Manual'],"38,783",1,Petrol,"10,252"
151,2015 Maruti SwiftVDI ABS Manual,"4,41,999","â‚¹9,832/month","86,430 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2015,['Manual'],"86,430",1,Diesel,"9,832"
152,2020 KIA SELTOSHTK 1.5 PETROL Manual,"10,86,499","â‚¹24,169/month","5,822 km
2nd Owner
Petrol",Delhi,KIA,['SELTOSHTK 1.5 PETROL'],2020,['Manual'],"5,822",2,Petrol,"24,169"
153,2018 Maruti Vitara BrezzaVDI Manual,"6,88,899","â‚¹15,324/month","1,12,703 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaVDI'],2018,['Manual'],"1,12,703",1,Diesel,"15,324"
154,2016 Maruti CiazVDI+ SHVS Manual,"5,22,099","â‚¹11,614/month","55,437 km
3rd Owner
Diesel",Delhi,Maruti,['CiazVDI+ SHVS'],2016,['Manual'],"55,437",3,Diesel,"11,614"
155,2018 Maruti Wagon R 1.0LXI Manual,"4,12,799","â‚¹9,182/month","27,853 km
1st Owner
Petrol",Delhi,Maruti,['Wagon R 1.0LXI'],2018,['Manual'],"27,853",1,Petrol,"9,182"
156,2016 Maruti BalenoALPHA 1.2 K12 Manual,"5,51,999","â‚¹12,279/month","42,131 km
2nd Owner
Petrol",Delhi,Maruti,['BalenoALPHA 1.2 K12'],2016,['Manual'],"42,131",2,Petrol,"12,279"
157,2014 Hyundai XcentBASE 1.2 Manual,"3,88,699","â‚¹8,646/month","42,384 km
1st Owner
Petrol",Delhi,Hyundai,['XcentBASE 1.2'],2014,['Manual'],"42,384",1,Petrol,"8,646"
158,2016 Maruti Vitara BrezzaZDI PLUS Manual,"7,20,399","â‚¹16,025/month","34,879 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaZDI PLUS'],2016,['Manual'],"34,879",1,Diesel,"16,025"
159,2015 Maruti SwiftVDI ABS Manual,"4,26,299","â‚¹9,483/month","92,086 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2015,['Manual'],"92,086",1,Diesel,"9,483"
160,2016 Maruti Alto K10LXI Manual,"2,96,299","â‚¹6,591/month","32,669 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10LXI'],2016,['Manual'],"32,669",1,Petrol,"6,591"
161,2017 Ford Ecosport1.5 TITANIUM TI VCT AT Automatic,"7,25,699","â‚¹16,143/month","40,139 km
1st Owner
Petrol",Delhi,Ford,['Ecosport1.5 TITANIUM TI VCT AT'],2017,['Automatic'],"40,139",1,Petrol,"16,143"
162,2020 Maruti New  Wagon-R1.0 LXI (O) Manual,"5,23,499","â‚¹11,645/month","1,872 km
1st Owner
Petrol",Delhi,Maruti,['New  Wagon-R1.0 LXI (O)'],2020,['Manual'],"1,872",1,Petrol,"11,645"
163,2016 BMW X1SDRIVE 20D Automatic,"17,15,499","â‚¹38,160/month","26,906 km
2nd Owner
Diesel",Delhi,BMW,['X1SDRIVE 20D'],2016,['Automatic'],"26,906",2,Diesel,"38,160"
164,2015 Hyundai Creta1.6 SX CRDI Manual,"7,38,199","â‚¹16,421/month","81,207 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX CRDI'],2015,['Manual'],"81,207",1,Diesel,"16,421"
165,2019 Renault KwidRXL Manual,"3,44,499","â‚¹7,663/month","30,252 km
1st Owner
Petrol",Delhi,Renault,['KwidRXL'],2019,['Manual'],"30,252",1,Petrol,"7,663"
166,2016 Ford Ecosport1.5TITANIUM TDCI Manual,"6,19,899","â‚¹13,789/month","77,133 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2016,['Manual'],"77,133",1,Diesel,"13,789"
167,2018 Ford Ecosport1.5TITANIUM TDCI Manual,"8,08,899","â‚¹17,994/month","35,747 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2018,['Manual'],"35,747",1,Diesel,"17,994"
168,2019 Renault KwidRXL Manual,"3,44,499","â‚¹7,663/month","41,661 km
1st Owner
Petrol",Delhi,Renault,['KwidRXL'],2019,['Manual'],"41,661",1,Petrol,"7,663"
169,2018 Maruti BalenoDELTA 1.2 K12 Manual,"5,43,999","â‚¹12,101/month","75,073 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2018,['Manual'],"75,073",1,Petrol,"12,101"
170,2018 Maruti Vitara BrezzaVDI Manual,"6,74,699","â‚¹15,008/month","82,601 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaVDI'],2018,['Manual'],"82,601",1,Diesel,"15,008"
171,2018 Maruti BalenoZETA 1.2 K12 Manual,"6,42,899","â‚¹14,301/month","9,610 km
2nd Owner
Petrol",Delhi,Maruti,['BalenoZETA 1.2 K12'],2018,['Manual'],"9,610",2,Petrol,"14,301"
172,2020 Toyota GlanzaG MT PETROL Manual,"7,02,299","â‚¹15,622/month","13,720 km
1st Owner
Petrol",Delhi,Toyota,['GlanzaG MT PETROL'],2020,['Manual'],"13,720",1,Petrol,"15,622"
173,2014 Hyundai i20MAGNA O 1.2 Manual,"4,14,199","â‚¹9,214/month","39,731 km
1st Owner
Petrol",Delhi,Hyundai,['i20MAGNA O 1.2'],2014,['Manual'],"39,731",1,Petrol,"9,214"
174,2019 Honda CivicVX CVT i-VTEC Automatic,"16,28,399","â‚¹36,223/month","15,416 km
1st Owner
Petrol",Delhi,Honda,['CivicVX CVT i-VTEC'],2019,['Automatic'],"15,416",1,Petrol,"36,223"
175,2019 Maruti BalenoDELTA 1.2 K12 Manual,"6,71,099","â‚¹14,928/month","20,976 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2019,['Manual'],"20,976",1,Petrol,"14,928"
176,2013 Mercedes Benz E ClassE 250 CDI AVANTGARDE Manual,"15,34,799","â‚¹34,141/month","41,294 km
2nd Owner
Diesel",Delhi,Mercedes,['Benz E ClassE 250 CDI AVANTGARDE'],2013,['Manual'],"41,294",2,Diesel,"34,141"
177,2020 Maruti BalenoALPHA 1.2 K12 Manual,"7,32,799","â‚¹16,301/month","15,096 km
1st Owner
Petrol",Delhi,Maruti,['BalenoALPHA 1.2 K12'],2020,['Manual'],"15,096",1,Petrol,"16,301"
178,2018 Hyundai Creta1.6 SX (O) CRDI Manual,"12,15,199","â‚¹27,031/month","59,837 km
2nd Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX (O) CRDI'],2018,['Manual'],"59,837",2,Diesel,"27,031"
179,2015 Mahindra XUV500W10 Manual,"8,69,999","â‚¹19,353/month","1,14,885 km
2nd Owner
Diesel",Delhi,Mahindra,['XUV500W10'],2015,['Manual'],"1,14,885",2,Diesel,"19,353"
180,2017 Nissan TerranoXV PREMIUM 110 PS AMT DEISEL Automatic,"7,73,899","â‚¹17,215/month","49,610 km
1st Owner
Diesel",Delhi,Nissan,['TerranoXV PREMIUM 110 PS AMT DEISEL'],2017,['Automatic'],"49,610",1,Diesel,"17,215"
181,2020 MG HECTORSHARP HYBIRD PETROL MT Manual,"16,68,599","â‚¹37,117/month","3,094 km
1st Owner
Petrol",Delhi,MG,['HECTORSHARP HYBIRD PETROL MT'],2020,['Manual'],"3,094",1,Petrol,"37,117"
182,2019 Maruti Alto K10VXI AMT Automatic,"4,03,199","â‚¹8,969/month","25,771 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI AMT'],2019,['Automatic'],"25,771",1,Petrol,"8,969"
183,2019 Maruti New  Wagon-RLXI 1.0 L ,"5,43,299","â‚¹12,085/month","1,991 km
1st Owner
Petrol",Delhi,Maruti,[],2019,[],"1,991",1,Petrol,"12,085"
184,2016 Mahindra ScorpioS10 Manual,"11,79,099","â‚¹26,228/month","46,876 km
1st Owner
Diesel",Delhi,Mahindra,['ScorpioS10'],2016,['Manual'],"46,876",1,Diesel,"26,228"
185,2015 Maruti SwiftVDI ABS Manual,"4,08,699","â‚¹9,091/month","37,925 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2015,['Manual'],"37,925",1,Diesel,"9,091"
186,2019 Maruti Alto K10VXI Manual,"4,06,899","â‚¹9,051/month","6,999 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI'],2019,['Manual'],"6,999",1,Petrol,"9,051"
187,2017 Maruti IGNISZETA 1.2 K12 Manual,"5,47,699","â‚¹12,183/month","15,302 km
1st Owner
Petrol",Delhi,Maruti,['IGNISZETA 1.2 K12'],2017,['Manual'],"15,302",1,Petrol,"12,183"
188,2015 Toyota CamryHYBRID AT Automatic,"12,71,199","â‚¹28,277/month","1,51,788 km
1st Owner
Petrol",Delhi,Toyota,['CamryHYBRID AT'],2015,['Automatic'],"1,51,788",1,Petrol,"28,277"
189,2013 Volkswagen VentoHIGHLINE DIESEL Manual,"3,74,499","â‚¹8,331/month","75,030 km
1st Owner
Diesel",Delhi,Volkswagen,['VentoHIGHLINE DIESEL'],2013,['Manual'],"75,030",1,Diesel,"8,331"
190,2015 Hyundai Elite i20MAGNA 1.4 CRDI Manual,"5,40,999","â‚¹12,034/month","34,212 km
1st Owner
Diesel",Delhi,Hyundai,['Elite i20MAGNA 1.4 CRDI'],2015,['Manual'],"34,212",1,Diesel,"12,034"
191,2016 Hyundai Creta1.6 SX (O) CRDI Manual,"9,48,299","â‚¹21,094/month","55,835 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX (O) CRDI'],2016,['Manual'],"55,835",1,Diesel,"21,094"
192,2015 Hyundai i20 Active1.2 S Manual,"5,20,399","â‚¹11,576/month","67,979 km
1st Owner
Petrol",Delhi,Hyundai,['i20 Active1.2 S'],2015,['Manual'],"67,979",1,Petrol,"11,576"
193,2014 Ford Ecosport1.5 TREND TDCI Manual,"4,65,699","â‚¹10,359/month","1,22,729 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5 TREND TDCI'],2014,['Manual'],"1,22,729",1,Diesel,"10,359"
194,2017 Datsun Redi GoT (O) Manual,"2,54,099","â‚¹5,652/month","20,977 km
2nd Owner
Petrol",Delhi,Datsun,['Redi GoT (O)'],2017,['Manual'],"20,977",2,Petrol,"5,652"
195,2013 Audi Q32.0 TDI QUATTRO Automatic,"12,44,499","â‚¹27,683/month","37,421 km
1st Owner
Diesel",Delhi,Audi,['Q32.0 TDI QUATTRO'],2013,['Automatic'],"37,421",1,Diesel,"27,683"
196,2015 Hyundai Creta1.6 SX (O) CRDI Manual,"8,27,299","â‚¹18,403/month","1,14,245 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX (O) CRDI'],2015,['Manual'],"1,14,245",1,Diesel,"18,403"
197,2015 Hyundai Creta1.6 SX (O) CRDI Manual,"8,24,399","â‚¹18,338/month","89,521 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX (O) CRDI'],2015,['Manual'],"89,521",1,Diesel,"18,338"
198,2014 Ford Ecosport1.5TITANIUM TDCI Manual,"4,27,399","â‚¹9,507/month","1,27,254 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2014,['Manual'],"1,27,254",1,Diesel,"9,507"
199,2014 Ford Ecosport1.5 TREND TDCI Manual,"4,32,999","â‚¹9,632/month","1,02,117 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5 TREND TDCI'],2014,['Manual'],"1,02,117",1,Diesel,"9,632"
200,2015 Hyundai Creta1.6 SX PLUS PETROL Manual,"8,00,299","â‚¹17,802/month","53,083 km
1st Owner
Petrol",Delhi,Hyundai,['Creta1.6 SX PLUS PETROL'],2015,['Manual'],"53,083",1,Petrol,"17,802"
201,2016 Maruti BalenoZETA 1.2 K12 Manual,"5,56,999","â‚¹12,390/month","32,766 km
2nd Owner
Petrol",Delhi,Maruti,['BalenoZETA 1.2 K12'],2016,['Manual'],"32,766",2,Petrol,"12,390"
202,2014 Ford Ecosport1.5TITANIUM TDCI Manual,"4,66,799","â‚¹10,384/month","59,522 km
2nd Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2014,['Manual'],"59,522",2,Diesel,"10,384"
203,2014 Hyundai Elite i20SPORTZ (O) 1.2 Manual,"4,93,599","â‚¹10,980/month","82,377 km
1st Owner
Petrol",Delhi,Hyundai,['Elite i20SPORTZ (O) 1.2'],2014,['Manual'],"82,377",1,Petrol,"10,980"
204,2014 Hyundai Elite i20SPORTZ 1.2 Manual,"5,00,099","â‚¹11,124/month","11,547 km
1st Owner
Petrol",Delhi,Hyundai,['Elite i20SPORTZ 1.2'],2014,['Manual'],"11,547",1,Petrol,"11,124"
205,2016 Maruti BalenoALPHA DDIS 190 Manual,"6,19,199","â‚¹13,774/month","67,332 km
1st Owner
Diesel",Delhi,Maruti,['BalenoALPHA DDIS 190'],2016,['Manual'],"67,332",1,Diesel,"13,774"
206,2013 Honda Amaze1.5 VXMT I DTEC Manual,"2,94,799","â‚¹6,558/month","1,09,366 km
2nd Owner
Diesel",Delhi,Honda,['Amaze1.5 VXMT I DTEC'],2013,['Manual'],"1,09,366",2,Diesel,"6,558"
207,2017 Maruti DzireVDI AMT Automatic,"6,49,599","â‚¹14,450/month","55,763 km
1st Owner
Diesel",Delhi,Maruti,['DzireVDI AMT'],2017,['Automatic'],"55,763",1,Diesel,"14,450"
208,2018 Hyundai Grand i10MAGNA 1.2 VTVT Manual,"5,14,199","â‚¹11,438/month","11,390 km
1st Owner
Petrol",Delhi,Hyundai,['Grand i10MAGNA 1.2 VTVT'],2018,['Manual'],"11,390",1,Petrol,"11,438"
209,2013 Toyota Innova2.5 GX 7 STR BS IV Manual,"6,80,299","â‚¹15,133/month","1,21,060 km
2nd Owner
Diesel",Delhi,Toyota,['Innova2.5 GX 7 STR BS IV'],2013,['Manual'],"1,21,060",2,Diesel,"15,133"
210,2014 Hyundai Grand i10SPORTS 1.2 VTVT Manual,"3,69,399","â‚¹8,217/month","58,341 km
1st Owner
Petrol",Delhi,Hyundai,['Grand i10SPORTS 1.2 VTVT'],2014,['Manual'],"58,341",1,Petrol,"8,217"
211,2016 Maruti BalenoZETA 1.2 K12 CVT Automatic,"5,60,999","â‚¹12,479/month","53,256 km
1st Owner
Petrol",Delhi,Maruti,['BalenoZETA 1.2 K12 CVT'],2016,['Automatic'],"53,256",1,Petrol,"12,479"
212,2020 Hyundai GRAND I10 NIOSMAGNA 1.2 MT Manual,"6,09,499","â‚¹13,558/month","3,907 km
1st Owner
Petrol",Delhi,Hyundai,['GRAND I10 NIOSMAGNA 1.2 MT'],2020,['Manual'],"3,907",1,Petrol,"13,558"
213,2016 Maruti BalenoZETA 1.2 K12 Manual,"5,39,099","â‚¹11,992/month","34,818 km
1st Owner
Petrol",Delhi,Maruti,['BalenoZETA 1.2 K12'],2016,['Manual'],"34,818",1,Petrol,"11,992"
214,2014 Toyota Innova2.5 VX 8 STR BS IV Manual,"10,59,099","â‚¹23,559/month","69,958 km
1st Owner
Diesel",Delhi,Toyota,['Innova2.5 VX 8 STR BS IV'],2014,['Manual'],"69,958",1,Diesel,"23,559"
215,2014 Ford Ecosport1.5TITANIUM TDCI Manual,"4,93,899","â‚¹10,987/month","50,683 km
2nd Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2014,['Manual'],"50,683",2,Diesel,"10,987"
216,2016 Maruti BalenoDELTA 1.2 K12 Manual,"5,22,999","â‚¹11,634/month","80,392 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2016,['Manual'],"80,392",1,Petrol,"11,634"
217,2013 Maruti ErtigaVDI ABS Manual,"4,59,999","â‚¹10,232/month","1,12,745 km
1st Owner
Diesel",Delhi,Maruti,['ErtigaVDI ABS'],2013,['Manual'],"1,12,745",1,Diesel,"10,232"
218,2015 Hyundai EonMAGNA PLUS Manual,"2,88,199","â‚¹6,411/month","58,809 km
1st Owner
Petrol",Delhi,Hyundai,['EonMAGNA PLUS'],2015,['Manual'],"58,809",1,Petrol,"6,411"
219,2016 Maruti BalenoDELTA 1.2 K12 Manual,"4,93,399","â‚¹10,975/month","82,394 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2016,['Manual'],"82,394",1,Petrol,"10,975"
220,2013 Toyota Innova2.5 GX 8 STR BS IV Manual,"7,10,199","â‚¹15,798/month","63,747 km
1st Owner
Diesel",Delhi,Toyota,['Innova2.5 GX 8 STR BS IV'],2013,['Manual'],"63,747",1,Diesel,"15,798"
221,2014 Hyundai Elite i20MAGNA 1.4 CRDI Manual,"4,17,899","â‚¹9,296/month","57,615 km
1st Owner
Diesel",Delhi,Hyundai,['Elite i20MAGNA 1.4 CRDI'],2014,['Manual'],"57,615",1,Diesel,"9,296"
222,2013 Toyota Fortuner3.0 MT 4X2 Manual,"12,17,899","â‚¹27,091/month","76,953 km
1st Owner
Diesel",Delhi,Toyota,['Fortuner3.0 MT 4X2'],2013,['Manual'],"76,953",1,Diesel,"27,091"
223,2016 Maruti BalenoDELTA DDIS 190 Manual,"5,42,899","â‚¹12,076/month","63,363 km
1st Owner
Diesel",Delhi,Maruti,['BalenoDELTA DDIS 190'],2016,['Manual'],"63,363",1,Diesel,"12,076"
224,2016 Maruti Vitara BrezzaVDI OPT Manual,"6,66,399","â‚¹14,824/month","59,773 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaVDI OPT'],2016,['Manual'],"59,773",1,Diesel,"14,824"
225,2014 Maruti CiazVDI PLUS Manual,"5,15,399","â‚¹11,465/month","62,366 km
1st Owner
Diesel",Delhi,Maruti,['CiazVDI PLUS'],2014,['Manual'],"62,366",1,Diesel,"11,465"
226,2016 Maruti Vitara BrezzaVDI OPT Manual,"6,39,199","â‚¹14,219/month","73,453 km
2nd Owner
Diesel",Delhi,Maruti,['Vitara BrezzaVDI OPT'],2016,['Manual'],"73,453",2,Diesel,"14,219"
227,2015 Hyundai Elite i20ASTA 1.4 CRDI Manual,"5,08,999","â‚¹11,322/month","1,41,314 km
3rd Owner
Diesel",Delhi,Hyundai,['Elite i20ASTA 1.4 CRDI'],2015,['Manual'],"1,41,314",3,Diesel,"11,322"
228,2017 Honda WR-V1.2 i-VTEC VX MT Manual,"7,23,299","â‚¹16,089/month","26,693 km
2nd Owner
Petrol",Delhi,Honda,['WR-V1.2 i-VTEC VX MT'],2017,['Manual'],"26,693",2,Petrol,"16,089"
229,2014 Maruti CiazVDI PLUS Manual,"5,00,599","â‚¹11,136/month","1,13,158 km
1st Owner
Diesel",Delhi,Maruti,['CiazVDI PLUS'],2014,['Manual'],"1,13,158",1,Diesel,"11,136"
230,2017 Maruti Vitara BrezzaVDI OPT Manual,"6,84,399","â‚¹15,224/month","35,231 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaVDI OPT'],2017,['Manual'],"35,231",1,Diesel,"15,224"
231,2018 Ford Ecosport1.5TITANIUM TDCI Manual,"7,39,399","â‚¹16,448/month","1,00,576 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2018,['Manual'],"1,00,576",1,Diesel,"16,448"
232,2017 Maruti Swift DzireLDI BS IV Manual,"4,88,699","â‚¹10,871/month","51,316 km
2nd Owner
Diesel",Delhi,Maruti,['Swift DzireLDI BS IV'],2017,['Manual'],"51,316",2,Diesel,"10,871"
233,2013 Ford Ecosport1.5TITANIUM TDCI Manual,"4,09,899","â‚¹9,118/month","80,946 km
2nd Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2013,['Manual'],"80,946",2,Diesel,"9,118"
234,2016 Maruti Vitara BrezzaZDI Manual,"7,18,099","â‚¹15,974/month","65,443 km
1st Owner
Diesel",Delhi,Maruti,['Vitara BrezzaZDI'],2016,['Manual'],"65,443",1,Diesel,"15,974"
235,2017 Maruti DzireVDI AMT Automatic,"6,23,199","â‚¹13,863/month","35,282 km
3rd Owner
Diesel",Delhi,Maruti,['DzireVDI AMT'],2017,['Automatic'],"35,282",3,Diesel,"13,863"
